rank.sign.logp.heart	rank.sign.logp.lung	rank.sign.logp.kidney	rank.sign.logp.spleen
5609	11882	6663	5607
7277	8869	7955	7583
5441	2228	2090	5100
6510	5130	7850	7173
4558	6098	8947	6026
7488	8897	6692	9161
7291	8178	9160	7407
7408	8439	9693	7060
6696	9887	9243	8252
4327	10188	3898	5210
8162	6067	6323	11106
5622	4476	6010	4889
6332	10114	7740	7440
10766	7384	7908	9084
5971	5558	4350	5884
8574	9881	12109	11176
4364	3861	3460	7684
5848	6707	8273	9605
5560	6262	6617	7288
5382	6691	8658	8979
3707	7748	4383	8504
13550	14075	14412	12464
4339	8047	5829	8193
13699	14646	14653	14757
12604	12677	8061	12672
8348	10708	8896	8383
7969	7735	8274	9005
6761	7713	7546	9788
8952	10062	5936	7865
6923	9623	10046	10272
5618	4470	5591	3358
4494	3260	8791	5821
6592	5773	6972	8865
8336	5160	3302	4650
2149	7818	5825	6582
8315	10113	11412	8601
6177	11367	11086	11222
14240	14333	13526	12830
8414	8350	6477	9072
9277	10386	4141	8591
7445	8491	3618	3915
9144	8934	9982	8280
7734	5777	7168	6814
8780	6838	11032	7974
11281	10532	8790	9743
14958	13124	14185	12146
2919	6150	6439	6463
13847	12598	13454	14300
9871	7240	7844	6219
10122	8428	13877	9123
5420	8684	5237	7381
6329	6916	9129	6077
11422	11084	9724	9956
13804	9820	11230	6478
12930	11529	11074	11934
11517	11215	12909	13817
10571	10872	10358	8345
2100	1418	4227	318
9210	3053	5256	2252
5160	10200	10978	6214
10825	6943	8505	6853
6739	11448	6982	13208
7294	8638	8835	5249
9053	6031	10694	4336
14704	14699	15375	14389
8378	8433	7100	5184
9132	10069	4524	10467
2219	4125	3816	2349
9326	5134	5717	7624
4946	7074	5429	7037
8035	4878	6905	5101
7346	5351	9706	5494
5165	7558	9028	8174
5005	9500	7854	4389
12100	9296	9879	7080
8789	5390	5531	7891
7467	10884	6413	10341
12010	11059	6870	10392
7729	7461	11928	12097
3679	3133	6444	5783
10455	13021	7561	14157
4628	11318	4461	7814
6646	11876	11986	7586
9693	13430	14109	10799
9688	11965	13309	12605
11286	13200	12376	11047
8856	7842	8382	9471
12441	11854	14664	12180
8231	8392	8500	9765
9774	10205	11456	11899
6657	6372	9093	6766
11006	12763	13903	12897
8211	6978	8300	8135
12116	10714	11772	13158
7843	10158	11749	9923
10262	9997	8998	9699
10461	11624	4164	7580
8966	10709	6229	5574
1984	3567	2077	2382
10003	7526	10550	8917
5699	6033	4126	7069
7646	9634	4629	7511
8492	6128	11093	6837
8935	9197	9779	9608
9224	9926	9642	7356
9550	9070	9340	7980
14368	7664	5414	5032
5009	3393	6122	4134
12195	4554	12072	12443
11115	6679	10086	7532
12129	11771	8308	6053
2953	5253	7349	8599
11319	6284	7442	7841
3085	4250	7316	2089
8591	12041	12050	8477
3747	4649	6169	9313
8338	6158	8182	6660
8206	4226	7871	9995
9911	12256	7577	5991
3736	6965	10437	4100
11233	8151	12446	10402
11232	8150	12447	10401
7465	7272	11999	8232
8158	9530	7882	8511
10023	7281	1277	5397
8155	10651	7020	7059
9325	7511	6385	9216
9839	11169	9942	8134
10217	11015	9860	11632
11320	10271	7712	11686
8118	6951	11290	6834
6327	5065	4953	7953
8781	7416	8851	2342
7639	9895	7846	5262
7402	8817	5350	5683
6755	6937	7239	7500
6713	6587	9214	7928
9082	7699	9071	10381
3976	6947	9035	9565
8129	3006	7006	6201
14410	14171	12713	14917
6714	8631	5433	10915
2160	9821	8649	13470
7960	10765	9375	8665
9110	10659	8488	5881
8184	9157	4802	4466
4260	11730	5860	7576
11833	6700	7675	5710
10458	14677	12785	8396
7450	6970	6964	6253
9318	5812	5818	6032
11038	7162	7373	10201
4666	12863	3876	8281
9291	9106	7993	8814
7234	4235	7949	5659
8222	5139	6168	3424
6578	7906	9439	9077
5408	6855	7601	5115
8663	4390	3906	6419
6856	8751	6419	7996
8691	8457	10033	8864
11399	12566	6636	9614
9002	10101	12804	8757
11316	9079	12354	7610
3484	4729	4050	12236
8596	6718	9390	7552
6033	5109	4222	9617
10323	12353	5462	9211
11602	6160	2012	4749
13568	10847	13638	10969
14508	14937	14509	14978
542	284	1508	1125
8360	10264	3892	3708
13395	14156	14413	15328
5475	4204	6818	7051
700	4296	2494	1587
14429	11971	12613	14172
1029	2222	1420	3549
4010	3201	1555	5978
2588	2756	1405	392
6796	1427	2594	1254
13879	14024	4500	14471
14302	10886	1651	14491
12184	4116	7412	8887
3991	1700	506	5691
6507	12771	10041	9733
7589	3779	1211	5185
6916	11710	4504	13557
855	322	1230	298
11651	10637	13598	13198
13582	15280	13101	13570
5908	11726	9675	13796
13280	9932	3434	11749
9222	11826	8879	10101
8668	5077	3616	6326
5032	9088	6942	7964
1229	4336	2505	3467
5745	5686	8146	6457
10074	12886	2707	7525
3402	6697	6402	7854
1823	1037	11899	1282
522	7855	1783	4978
5127	8282	12200	3392
9701	7251	9992	9282
76	2239	454	1802
1699	2338	1798	8266
3883	893	7522	2658
6346	7730	8421	6470
2706	4352	9895	4172
1177	1977	2112	649
7710	12195	5768	10723
4754	2720	4439	3892
2961	3462	10239	3314
14950	14674	6758	15019
11810	5316	11280	1668
12742	5571	7507	2844
10899	1206	2939	3208
13883	13540	12105	9343
7077	4085	3303	5014
1834	4591	3211	3224
171	822	1877	2340
2518	1071	2909	1853
12203	9340	7649	12509
11480	2062	7309	4108
12615	13514	14188	10882
12922	12934	9032	7452
14938	12351	14187	13255
2107	2555	8338	2902
14981	13531	14133	14653
14260	3435	9415	6891
12461	6292	12274	8516
11750	7693	7590	6270
3066	1633	2819	1964
10256	6130	7070	10579
14533	7140	13596	11658
742	255	4448	4578
1065	141	6297	4574
3392	2571	1380	1864
80	156	3232	409
1933	2850	1245	1970
14435	14207	14950	13211
7756	11472	9350	8406
4931	10791	7517	8268
3154	1370	3902	3864
10806	7979	4867	10273
10659	8732	4827	6636
5953	2888	3891	6061
823	35	414	714
11536	11881	9313	3122
10978	11983	10135	11040
3640	10276	11017	8755
3163	7350	9033	4733
7525	10903	8561	6304
8743	9256	7390	4234
5216	4847	3686	4395
8205	5880	3475	8253
13016	13626	7534	11873
5126	1919	4488	3951
15215	4543	13870	13431
7482	9364	7755	2100
9314	3940	9084	5338
10970	6605	13254	3011
2369	3259	7490	4409
9747	8802	13480	2864
1524	1334	2953	1844
11914	11733	11397	12435
6498	9457	10364	9494
12345	13650	9425	7262
9690	10893	5772	385
15245	14040	15244	14288
1309	371	1312	35
6222	7514	11598	4136
7905	14031	6121	10735
12192	9750	11435	13633
1048	3966	5186	1758
13319	13265	3237	13582
1194	2980	12310	6156
12801	8144	14802	3452
14555	4801	8214	7528
5912	2686	5851	1033
5210	3045	7946	3729
2654	2021	5718	9564
7158	11319	7879	6093
12607	7394	3262	12320
8306	9282	8709	7866
5031	3428	9762	7159
1944	1315	7448	2001
11496	5726	8654	7909
2548	2020	749	2285
1330	958	8077	9023
789	1514	1459	3470
7951	8462	2474	4807
10840	6346	4989	3340
13802	12106	13780	2954
6266	10244	10566	6391
10794	8947	10216	13284
6984	2460	2834	7920
11373	10589	11996	14016
8905	12547	14190	10075
9877	9599	11193	10122
12391	12066	5585	10823
11302	13022	9591	5327
10232	2514	10826	5994
6351	4370	4606	6557
12928	12489	11067	9400
8766	4665	5040	2946
6181	7710	4449	6962
6388	13130	9412	7180
2915	6895	9237	12560
2528	6393	3931	2827
2675	10394	10219	12940
15199	14306	13340	13664
13553	3946	6811	8446
7655	5108	7270	8645
4177	9986	12302	8841
8477	8602	6968	8127
9733	4207	7925	3185
8991	5732	11107	9028
8992	3646	9631	1312
7352	1740	10722	2591
4560	13718	8621	9103
4963	4487	9148	333
1133	3272	1912	7157
6645	8761	13314	11400
4318	3137	5619	175
9702	11083	12327	7911
4391	7127	6621	9295
6475	4940	10202	6633
12892	4542	6785	5063
9015	6375	5558	8672
9454	6337	7108	12459
1371	2844	4508	3595
11885	1412	11559	9489
5992	4941	6922	7431
741	6279	7771	5224
4900	1656	2501	4558
1935	10442	12609	4880
4288	9952	7865	7665
6700	9204	6950	8151
8692	13077	12386	9479
5184	5638	7123	8273
10222	7974	11191	10234
5896	2976	9686	4256
11195	9001	9590	8395
10731	11317	11190	9849
9061	9123	9641	10952
9016	5168	6999	6675
10509	6914	13282	5873
7423	9218	4080	8143
4910	4664	9862	11270
2424	1003	1025	2313
10068	4399	14652	3732
3998	3613	8751	9736
6628	6074	5485	5782
2826	8908	7707	6192
8067	12340	11518	14141
8854	8444	11588	8960
6267	11276	9963	6821
8318	6304	5838	9543
9772	5121	6835	6662
7915	3582	2704	4740
12018	13754	14420	11159
11705	15231	14169	15150
4684	3756	5688	7232
10554	13068	10588	14147
3632	7101	13043	4979
12430	10500	12204	8595
524	1840	2322	4304
6283	4793	5755	7062
14511	10360	12276	14739
2231	2391	158	2448
1783	3154	3934	3189
759	657	491	1104
15170	14810	15413	12343
14655	13262	14595	14658
1503	3617	3827	6885
4185	11419	7209	8447
2678	3876	3341	2547
12438	14206	11224	13944
887	2576	3678	589
11173	10192	9063	10868
14390	14904	13932	13510
3532	1634	6319	3712
1656	11004	3867	8189
7150	14777	11453	13372
5722	13853	9691	9424
8374	12409	7372	4561
12225	12064	13507	14374
7280	9438	13625	11599
8261	2728	3623	2667
7281	5531	1334	10229
12737	10547	10658	12904
7821	10336	13760	6678
5522	11781	3139	10987
11437	13634	4100	9137
5655	11348	6713	6109
8171	6116	5908	7153
4791	10825	7451	11084
5837	7190	10042	7111
6054	5252	5719	6148
5539	6765	9694	10415
5983	1494	8866	7777
9760	8096	10144	9896
8100	12026	7198	8261
15164	15272	15122	15158
8199	6309	7181	7406
13004	9862	5630	14662
8758	12998	11385	11698
6380	3337	5967	8265
8675	8629	11115	6496
14596	15186	13003	14589
4444	10492	11872	7988
15180	12657	15441	14811
13139	11457	15246	7764
5634	10615	7110	8191
13131	15066	13146	14455
14166	11558	14732	15361
10893	11731	10396	11528
14396	8855	9255	9762
13573	13801	11364	14304
6918	12421	5651	11784
14893	14241	13721	15002
1365	572	98	415
11584	5649	9761	2647
11107	11504	9317	11021
9375	9956	2666	8650
1660	11750	2196	10646
13208	11331	3615	6202
2822	290	3379	9303
8948	12127	8525	8287
5232	10357	6971	7070
9485	9205	6889	9055
13275	8987	13367	7941
15130	15167	15233	15240
5024	6584	7029	5434
974	2211	6128	5732
14730	14721	10824	14218
11615	10307	11580	12588
626	676	2644	1015
7162	1989	10905	4904
10901	5282	2008	4743
7518	11144	7935	12275
10241	12196	7417	12188
11241	2191	979	6899
13258	7749	6576	7045
10862	6625	9667	11195
12087	9546	4686	10475
9669	3130	3258	3865
2473	3132	3679	2778
3445	4288	2732	2323
13382	7114	9746	6316
6127	1666	2026	2573
7520	7109	7380	6154
8529	679	621	2473
1705	301	835	2819
3303	2208	5408	8197
10083	3490	5578	5049
7153	2767	5989	4701
11050	8841	3978	6467
13521	12504	3276	9748
8033	7482	3752	7273
8479	2261	11773	5875
143	682	1821	2631
12781	12666	13887	12376
5321	4588	10109	6981
6300	7010	8637	10449
7580	6623	1419	4165
10327	5179	5062	2518
6158	7096	4940	2116
9004	9834	7243	8230
9694	11875	12231	8236
4842	1229	1458	491
2625	151	2398	69
1377	1331	1206	939
1559	2105	2013	1380
2022	641	817	141
2355	3268	1982	1063
2747	6616	2308	5363
2011	6125	4664	1878
2340	3525	3682	1865
549	1655	232	201
15264	14753	11880	14534
14072	13485	12481	14832
14156	11944	13347	14115
12202	13908	8341	14268
14857	15009	14862	15115
15159	14924	13984	12798
2791	552	3006	6377
9520	2949	5990	4496
6988	12186	11775	11073
119	843	610	180
8302	5422	8871	4646
1156	1918	1447	2917
14886	15048	15461	15118
12019	11673	7439	12543
7643	2347	3005	120
13046	14316	12886	10166
5156	6661	6536	4885
8400	9353	8160	8269
4263	3669	4046	3993
9999	8983	13619	8431
6752	8405	3274	8157
9333	6090	7816	12438
11679	8118	2187	4588
1975	1895	1971	3718
7420	7532	7085	3906
4745	7589	4180	4381
1417	12562	10449	10839
3043	2590	606	2302
11578	8672	10253	4808
3724	1050	5445	2716
3523	4609	4358	9873
7970	5083	8405	5965
10955	12407	13885	13179
8443	3059	10990	9662
2018	3079	1532	1599
8388	1153	9705	6388
13215	11029	6714	7027
14505	12884	14173	13562
8390	4905	2314	6367
10000	3555	12266	5981
10339	10377	10541	10812
14198	13912	12018	13970
10183	14637	7963	11565
3504	10653	10276	3935
10390	6199	2242	6727
3143	7752	512	8064
5104	505	4190	26
9488	6663	8171	8576
13605	14587	8572	13463
9798	5534	9297	4944
7658	1870	9259	5349
6282	4814	11822	2099
7629	3245	7456	1070
7156	1190	9493	1608
12699	7803	8041	6943
10994	10405	12364	8627
10328	4159	9863	2115
5143	2568	7920	3781
6792	9905	9159	11532
7948	4970	7937	478
3270	4871	9423	1059
7189	6747	7472	5585
12510	13114	3020	12886
10697	5324	6059	9711
14830	15204	14635	14683
14136	14757	10133	14593
14943	14967	14205	15242
12030	10251	1965	10732
14563	14299	10217	14214
14245	11261	13684	14120
1132	4859	2661	2311
2868	2533	1042	529
8257	770	5620	5233
15000	13165	13855	14543
10347	8450	562	9448
9768	6089	974	13462
13299	11248	2802	14954
466	8002	8068	4623
5333	8170	2113	5725
6078	4821	2050	5815
1382	50	2267	6408
6231	5315	10316	5831
2799	3194	12677	5527
10033	8726	2596	7796
10928	1665	12452	223
5469	5618	7506	4694
1358	4076	968	5509
10460	13893	10732	14183
9462	2790	6070	8056
10548	7304	9211	10000
6609	9610	8510	5231
3389	12656	8522	11225
9869	11247	5205	7046
10338	14481	14983	15424
4499	4545	2565	5637
7899	7626	8821	4784
6034	9951	8177	8950
11403	8479	6502	4232
1644	908	1464	928
11095	14214	14097	12733
10006	5487	8469	4069
6601	10435	10983	11343
430	273	618	503
7148	6544	5314	3123
4840	5600	1882	6232
5404	8085	8323	3693
5562	12881	11001	4726
6852	13035	13405	11521
12939	10563	8997	8100
2170	4326	3844	4475
287	4481	7404	1726
7759	5187	10272	7124
4939	4925	1640	4094
2288	7442	1933	6616
2330	7268	1990	6631
1695	3918	1732	6345
1866	4612	2064	6415
14806	5743	2798	10763
2346	2172	7192	2294
9457	5089	7878	7094
5569	5434	6476	7425
13530	8850	3963	8374
3586	66	9979	5186
11587	3002	4709	5972
9108	1954	5972	6852
1329	7205	2066	1877
13776	13522	14720	13754
5770	4414	3975	3061
2425	3638	3288	5899
10944	3221	11439	4497
7938	10806	10277	11500
9720	3637	9389	8160
7984	9389	8053	11281
8587	9135	8913	12635
5923	9109	8971	7515
9897	10506	9753	8195
6816	6509	6563	3294
9475	6347	4568	2222
10782	12112	13939	9051
7258	9529	9518	12913
1882	1882	1450	879
8437	9206	11324	7319
15129	14506	12491	14414
14735	15282	12138	14949
14230	14427	13029	15017
15039	15449	15463	14897
4396	2378	2979	3547
5714	9992	8148	5187
11434	650	12089	11162
2732	5473	2028	2516
5294	2988	3558	4451
9095	8665	3272	4652
1157	313	1406	1471
1125	3866	524	3757
13736	13745	6899	13516
7129	583	7425	3787
4514	7202	9681	11795
3060	839	8317	548
11962	6503	3825	5461
4841	2557	6844	12574
3596	1939	11730	5232
13191	11107	13734	12332
10885	11852	10813	14071
10410	3655	5824	1999
2516	5400	3569	6637
14646	13286	12439	12200
14451	6488	14441	4392
9503	5502	6007	5075
14932	14770	13838	14611
3941	4389	7782	10340
6257	5207	13857	14550
12414	12019	13270	11829
12804	10042	8224	3832
12872	11172	12725	10073
14593	13935	15253	14729
15287	14748	15451	14785
8255	3028	9612	6179
10594	13357	14252	14009
9367	12754	8427	9497
3964	32	4602	2383
4386	57	11373	4012
13637	6143	14114	6278
14585	10467	14878	13432
6823	10073	10593	10447
10648	5057	1212	5312
11851	9942	12396	13262
13003	8161	6871	6421
13996	14475	11526	13648
3246	13234	4346	8766
6363	12967	4009	9857
3137	4206	598	2811
5192	9933	7709	9369
6953	6994	11357	4995
13873	6464	2460	9496
3105	3436	1394	2012
11495	13806	13820	13959
4152	11898	6358	5009
6084	7538	2821	4619
6404	11127	9893	5524
7016	5145	11870	7736
3310	13257	9926	8419
10064	1277	6639	9284
8220	8799	8475	10618
11563	10152	3248	13300
6139	4	5607	5712
12957	12012	13933	8996
8062	9775	3859	6007
14781	15183	13383	14422
5644	5727	3102	9502
10846	7089	7057	12974
1154	12654	8147	5600
5243	13445	9650	5296
12743	14752	11806	13525
11163	11773	6155	8182
13351	8181	3194	3649
87	2938	3683	1259
6804	13418	9062	12153
14658	12747	14269	12601
11273	10770	12576	14076
11533	8689	2210	9610
11130	7578	5311	12181
15044	13601	13614	13417
962	3357	2100	2538
663	4468	11926	5508
866	5079	807	1016
436	2473	1229	1421
1478	6233	3147	4168
12263	10241	13762	13511
3992	4162	1004	614
9180	6208	1421	3121
4604	2920	1554	2861
14686	13326	15137	14977
13187	14314	14836	13536
13247	12375	13692	14360
13150	9871	12998	15438
14669	11299	9772	10901
11530	13087	9653	13350
9757	13017	3225	10833
8747	11399	14262	9609
12938	12142	15199	14627
9200	10845	13582	9793
13970	10984	13259	14331
13493	13284	15311	14323
11222	11118	13578	9166
7515	12268	7674	7498
11147	7033	10140	11101
8410	5761	10515	5436
13481	12770	7914	14476
9750	12859	12823	13860
2191	1984	2949	2181
11097	14283	9542	13171
13316	12276	14061	13993
4468	2991	2668	5933
11091	12794	5315	3432
940	1251	11469	11573
9716	13770	10996	13618
12841	13839	15015	13651
14915	15410	14501	15372
7913	10627	8278	11457
9274	4824	9091	3629
4022	7738	6210	2444
3506	6171	5419	4088
11189	13911	1816	13968
5163	4502	5834	5674
5793	1113	7150	1166
1550	2119	2259	1807
14125	11620	14102	11130
6083	3319	1795	381
9548	8951	5927	8324
2462	1287	7460	1523
2055	986	5527	867
15123	14017	6799	14334
4869	1344	4098	3538
4635	7292	2298	4301
13668	3693	283	4038
698	1012	893	239
8275	10669	14155	12170
8164	15207	12391	12741
9387	9083	4574	13250
2944	2626	2877	2823
13343	14598	4236	8936
12566	6421	14455	9637
3281	4813	11670	893
7716	1713	11662	3545
14460	11145	2295	7986
3134	365	640	370
13496	15283	14275	14710
9464	10874	14857	4624
4538	6196	3864	168
1297	2898	14798	1158
8787	4058	3708	2287
11849	13739	13925	11037
6997	1597	5079	12
15363	15203	15082	15078
11873	11442	4378	13308
6090	3898	7350	1849
7096	8458	12766	12360
13916	9994	12671	2697
12628	12043	11914	9834
14901	13907	13522	12844
5956	8793	2099	13834
5324	3642	2356	3568
9619	7388	7386	5877
6986	10966	11362	12277
7857	9485	10409	8584
2818	4318	4876	2327
12309	14007	13339	14275
1139	2650	11990	3155
459	3084	3036	1231
3082	9249	12314	6555
10968	12090	12982	6718
7998	14915	15296	13272
5555	12660	11141	8893
7124	9562	13910	5603
5401	12383	14028	10343
6244	13321	11079	10560
4998	7668	14545	6550
5296	10663	9910	10045
8572	14514	14683	14376
10709	15091	14907	12472
4241	15400	14717	11998
10056	10212	14068	12572
5536	2224	768	5441
5997	7418	14723	11244
8132	10249	12681	9092
11160	11339	15014	9019
3200	5994	4505	9600
9259	11302	11499	9993
10703	2484	8747	10374
7919	6845	14607	9187
10230	7976	9999	8067
4145	12590	12132	11877
13225	7731	13556	13597
3293	7466	5803	7185
2145	5334	5046	1289
4793	12938	6023	8305
7067	6933	10980	14640
13580	14676	9838	10250
3696	853	436	274
13653	13944	13648	14803
10114	9090	6701	9286
12585	12883	14421	14106
9186	8090	12643	12279
5701	12419	7166	9097
9970	3048	4104	3085
8120	6721	10429	8202
13100	13056	10131	9944
9808	11924	11724	13410
7608	9688	1531	8327
1432	12119	10418	7261
12022	12442	8861	8652
3505	3279	9766	6115
2986	8935	9497	12299
6167	13787	10738	6506
9328	8208	6838	11115
7711	1974	3061	6869
1697	11501	2264	10941
9481	13937	6767	12682
11177	12767	7635	13067
6774	11867	8568	6730
15281	15330	14810	15417
1856	5250	3715	931
1730	1877	133	434
10988	7785	5826	8657
5881	9302	3760	4109
12977	1195	2014	1054
5814	11857	12721	11428
11498	8465	11966	9994
6286	692	2929	1207
13716	9499	1774	4596
279	446	622	139
8834	10020	3989	5146
11217	8676	13165	10205
9827	6763	2400	9813
8074	8552	13871	3782
3302	2083	1903	4494
9852	13687	12715	13245
7813	9185	6341	6062
6210	2786	8680	1831
12881	14685	12704	14201
10229	7613	8898	8571
5666	5350	196	8201
3357	6835	5895	10254
13829	15125	11405	12128
7428	12678	8404	5775
4306	7402	11948	7730
1366	28	244	528
14172	3680	9504	8858
9416	130	2084	1652
293	8823	3668	9962
6940	8694	12947	8066
168	10	823	2153
907	4892	2125	2926
4130	6017	3499	6567
4115	773	2836	2623
12675	8639	6394	7034
3605	10662	5865	5675
11656	2072	1247	3669
4943	3116	595	3791
5590	71	1371	76
1161	245	1953	776
12358	4887	2391	1832
13543	12671	3522	6144
3781	2581	1718	2088
3783	5576	3433	9336
10340	13526	13490	11925
13843	14833	13326	11317
11020	7371	9397	2156
9530	10058	9730	6787
5691	9258	10212	5804
1148	3663	859	1688
9397	578	2349	1073
495	1192	121	1087
12811	13589	13519	14828
5423	2797	1773	3154
13793	8306	3291	5652
9921	2521	4032	1042
8247	9337	12659	6693
3867	1168	8727	4064
6070	2221	7224	9606
5641	6088	4536	9039
1441	4831	9839	5500
1789	8127	2641	4982
6873	12865	11448	9669
14070	14705	9876	14780
5278	7111	11024	7243
14211	12807	10676	13975
3251	13117	6031	7164
1992	732	1766	1981
8889	6586	7836	10498
14696	11802	14586	13822
5503	3134	2330	1
13821	13637	14872	13867
4345	6989	2753	3462
11546	5234	4726	6823
7272	8316	5884	8618
7183	5368	1630	13313
6518	4384	11611	2263
10031	4425	7255	9530
14481	13936	14163	12246
9525	8948	9456	13842
2433	9702	948	7175
12941	3682	12221	5715
10772	4534	3317	3854
14618	10835	2673	6564
10277	10215	10843	4589
2234	3173	4710	4472
10685	6571	12247	12409
10739	9440	14704	11593
623	2719	2881	809
4519	8838	7211	6283
6399	10676	7475	12980
13971	10657	13937	12398
4897	3129	12381	3353
5054	5359	3880	7343
7523	8048	9707	6976
10399	8056	13524	13001
1804	10199	11556	2158
4307	3165	5021	8751
4876	12740	13287	970
4972	10273	13277	4576
10496	10211	4797	6169
9091	481	71	3416
